Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"ring,bk-up:nbr,fms 41g14,-29 to 93 deg c ring,back-up: nbr,fms 41g14,-29 to 93 deg c,fisher ring,back-up:nbr,fms 41g14 emerson 10a3531x022",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"stem,vlv:plg,2in valve,ss,ss gr s20910,u stem,valve: plug,2in valve,stainless steel,ss gr s20910,uns s20910,fisher controls,fms20b21 stem,valve:plug,control,2in valve,ss gr s20910,fms20b21 emerson 10a3541x042",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"o-rng:68mm,nitrile,fisher o-ring: 68mm,nitrile,fisher o-ring:2 id x 2-3/16in od,nbr ds52-2,3/32in thk,f/ actuator type cv500 control valve emerson 10a3800x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"o-rng:nitrile,fisher,upr o-ring: nitrile,fisher,upper o-ring:nitrile ds52-2,f/ control valve emerson 10a3802x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"o-rng:1-1/8in,1/16in,nbr,ds52-2,fisher,s o-ring: 1-1/8in,1/16in,nbr,ds52-2,fisher,size: 1-1/4in od o-ring:1-1/8 id x 1-1/4in od,nbr ds52-2,1/16in thk emerson 10a3804x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"bushing,vlv:1-3/4in valve,du lined teflo bushing,valve: 1-3/4in valve,du lined teflon,fisher controls bushing,valve:control,1-3/4in dia valve,ptfe,lined,du series,60 & 70 actuator size emerson 10a3848x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"ring,retng:sealing,spring loaded,ptfe,fi ring,retaining: sealing,spring loaded,ptfe,fisher ring,retaining:spring loaded seal,ptfe,control valve,rnd spring,h emerson 10a4206x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"ring,seal:spring loaded,ptfe,-73 to 232d ring,seal: spring loaded,polytetrafluoroethylene,-73 to 232deg c,fisher ring:radial spring seal,1-5/16in port,ctfe/hastelloy c,radial,spring loaded,f/ valve emerson 10a4207x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"ring,bk-up:ss,uns s41600,gr 416,fisher,2 ring,back-up: stainless steel,uns s41600,416,fisher,2-5/16in port,spring loaded construction ring,back-up:416 ss,3in,2500lb,2-5/16in port emerson 10a4208x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"ring,bk-up:ss,416,450 deg f,fisher ring,back-up: stainless steel,416,450 deg f,fisher ring,back-up:29.5 x36mm od,5mm thk,416 ss,et valve,1-5/16in port,450deg f max emerson 10a4209x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"kit:overhaul,lcd meter,rosemount,w/o cov kit: spares,overhaul,lcd meter,f/ 2 line feild bus assembly,w/o cover kit:spares,overhaul,lcd meter,f/ 2 line feild bus assembly,w/o cover rosemount 0303101930105",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:spares,pressure transmitter,rosemoun kit: spares,pressure transmitter,4 to 20ma hart,w/ transmitting analogue meter part,5-digit 2-line 105mm 17.5ma m5 316 ss lcd displa                                                  y kit:spares,pressure transmitter,consists of transmitting analogue meter part,lcd display rosemount 03031-0193-0111",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"kit:o-rng,cvr,rosemount,buna-n,146 o-ring:62mm,3mm thk,71mm od,nitrile o-ring:62 id x 71mm od,rbr,3mm thk,buna-n,pressure transmitter,electronic housing rosemount 03031-0232-0001",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"o-rng set:rbr,12,rosemount o-ring set: rubber,12 o-ring:rbr,sensor module,12/pack,f/ type 3051cg.4.a.5.2a.b.b4.i1.q4 electronic pressure transmitter rosemount 0303102330001",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:spare part,xmtr,1x aluminum housing kit: spare part,spares,transmitter,alum housing cover,w/ o-ring kit:spares,transmitter,alum housing cover,w/ o-ring rosemount 03031-0292-0001",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"kit:span, local zero,pressure transmitte kit: span, local zero,pressure transmitter 3051p,magnetic button, removable key kit:transmitter,5-part,electronic transmitter rosemount 03031-0293-0002",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"flange:interface traditional,ss,gr 316,r flange: interface traditional,stainless steel,gr 316,rosemount flange:interface traditional emerson 03031-0320-0002",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"kit:terminal block spare,transmitter 4-2 kit: terminal block spare,replacement,transmitter 4-20ma post receptacle 2088 smart,transient protection 4-20ma, p,transient termina                                                  l block kit:terminal block spare,replacement,transmitter,transient protection 4-20ma, post receptacle, model 2088, smart rosemount 03031-0332-0004",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"hsg:elec,alum,rosemount,type 3051 transm housing: electrical,  alum,  type 3051 transmitter,  1/2in - 14 npt housing:electrical,type 3051 transmitter,1/2in - 14 npt,alum rosemount 03031-0635-0001",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"thrmowl:barstock,2in,450mm insertion lg thermowell: barstock,2in,450mm insertion lg,1/2in npt,stainless steel,rosemount,class rating: class 150,flange face: raised face,gra                                                  de: 316l,lagging length: 80mm,nace standard: nace mr0175,shank style: tapered,w/ ma t e r i a l  c e r t i f i c a t i o n / e x t e r n a l  p r e s s u r e  t e s t i n g  a n d full penetration weld thermowell:flg,450mm insertion lg,aisi 316l ss,2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,externa                                                  l pressure testing,nace approval & full penetration weld std emerson 0096d0450f16t080dq8r01r05r07r21",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,200mm insertion thermowell: barstock,1-1/2in,200mm insertion lg,1/2in npt,rosemount,class rating: class 300,flange face: raised face,lagging length:                                                   80mm,nace standard: nace mr0175,shank style: tapered,w/ material certification/ext e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d thermowell:flg,200mm insertion lg,1-1/2in,300lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096x0200f28t080dq8r01r03r05r07",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,225mm insertion thermowell: barstock,1-1/2in,225mm insertion lg,1/2in anpt,rosemount,class rating: class 150,flange face: raised face,shank style: t                                                  apered,lagging length: 80mm,nace standard: nace mr0175,w/ material certification/ex t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d thermowell:flg,225mm insertion lg,1-1/2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096x0225f10t080dr01q8r05r07r2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,225mm insertion thermowell: barstock,1-1/2in,225mm insertion lg,1/2in anpt,rosemount,class rating: class 600,flange face: raised face,shank style: t                                                  apered,lagging length: 80mm,nace standard: nace mr0175,w/ material certification/ex t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d thermowell:flg,225mm insertion lg,1-1/2in,600lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096x0225f46t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,225mm insertion thermowell: barstock,1-1/2in,225mm insertion lg,1/2in npt,rosemount,class rating: class 900/1500,flange face: raised face,lagging le                                                  ngth: 80mm,nace standard: nace mr0175,shank style: tapered,w/ material certificatio n / e x t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n w eld thermowell:flg,225mm insertion lg,1-1/2in,900/1500lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pr                                                  essure testing,nace approval & full penetration weld std emerson 0096x0225f64t080dq8r01r05r07r1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,230mm insertion thermowell: barstock,1-1/2in,230mm insertion lg,1/2in anpt,rosemount,class rating: class 300,flange face: raised face,shank style: t                                                  apered,lagging length: 80mm,nace standard: nace mr0175,w/ material certification/ex t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d thermowell:flg,230mm insertion lg,1-1/2in,300lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096x0230f28t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,240mm insertion thermowell: barstock,1-1/2in,240mm insertion lg,1/2in anpt,rosemount,class rating: class 300,flange face: raised face,shank style: t                                                  apered,lagging length: 80mm,nace standard: nace mr0175,w/ material certification/ex t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d thermowell:flg,240mm insertion lg,1-1/2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096x0240f10t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,240mm insertion thermowell: barstock,1-1/2in,240mm insertion lg,1/2in npt,rosemount,class rating: class 300,flange face: raised face,lagging length:                                                   80mm,nace standard: nace mr0175,shank style: tapered,w/ material certification/ext e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d thermowell:flg,240mm insertion lg,1-1/2in,300lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096x0240f28t080dq8r01r03r05r07",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
